,iso_merged,SHAPE_Leng,SHAPE_Area
605,TF,0.365240604516,0.0105222955257
606,TG,14.2493190024,4.71241177546
607,TH,0.760636125094,0.040144855279
608,TH,0.791055322678,0.0399161690453
609,TH,0.839200290483,0.0519378987299
610,TH,0.730867846977,0.0379598403929
611,TH,60.8919460992,44.1803245319
612,TJ,33.8775319126,14.7158593652
613,TL,1.3931496755,0.0896781849403
614,TL,6.43476513971,1.39174281226
615,TL,0.787253475398,0.0430201706245
616,TM,44.8011484151,57.8605596072
617,TN,0.00080029708114,3.11436739772e-10
618,TN,0.000940670750839,5.81931201857e-10
619,TN,0.000973168259387,6.71458425418e-10
620,TN,0.825546891712,0.0446409503439
621,TN,23.202089909,15.7412237225
622,TR,1.12332150261,0.0799188561342
623,TR,63.3784899267,84.4035183564
624,TT,3.84638185536,0.556114933063
625,TT,1.10457890148,0.0694494305879
626,TV,0.493420090347,0.0175296232497
627,TV,0.331147187209,0.0086787113735
628,TV,0.352562043122,0.00978576962002
629,TV,0.36279560452,0.0103514480018
630,TZ,1.28596659018,0.0863125372897
631,TZ,2.21465944821,0.231028392473
632,TZ,1.7575575336,0.156272379926
633,TZ,40.1511155762,77.0970713464
634,UA,68.376470269,75.8588561637
635,UG,21.2482277239,19.6768074296
636,UM,0.32600293331,0.0083696005264
637,UM,0.415410419861,0.0134002989514
638,US,0.201845502014,0.00211800312645
639,US,0.504409510538,0.00846284409717
640,US,4.43997438943,1.10434031574
641,US,0.982755035559,0.071404653158
642,US,2.23556997205,0.260372137453
643,US,1.62460375183,0.125552881286
644,US,1.97892342487,0.223658780488
645,US,0.955216263315,0.0568392604375
646,US,1.65368070491,0.200767727595
647,US,0.989241160742,0.0558401514902
648,US,1.04494931903,0.0657930514823
649,US,1.95485235787,0.136475248161
650,US,0.993370305588,0.056884538957
651,US,0.51323061185,0.0188979528209
652,US,205.364555226,846.973025784
653,UY,18.3019378601,17.4605072128
654,UZ,60.3220685085,48.3699993307
655,VA,0.0324677393676,6.12216240163e-05
656,VC,0.936454322913,0.0648601540161
657,VE,0.000804205484613,3.34918690612e-10
658,VE,0.800670464459,0.0448636343287
659,VE,1.9138938754,0.164327815458
660,VE,59.7561275932,76.7231259601
661,VG,0.627079368016,0.027974575775
662,VG,0.593588754427,0.0246290564039
663,VI,1.08485515976,0.0620382778373
664,VI,0.711431191516,0.0329701624363
665,VN,1.23421339847,0.0953577422103
666,VN,56.8485514334,28.7929118954
667,VU,0.734458579115,0.0416920073547
668,VU,1.25683902296,0.110094787321
669,VU,1.45873561084,0.137627980982
670,VU,1.49115745351,0.140326335151
671,VU,1.34827074075,0.0954293038925
672,VU,1.38166234696,0.1155155933
673,VU,2.60282389146,0.294699029352
674,VU,1.4114792119,0.101018157028
675,VU,1.13476096693,0.0858146097791
676,VU,1.31505436621,0.0822004990917
677,VU,4.08973473241,0.546487469419
678,VU,0.920355425538,0.064951484684
679,VU,0.944405104861,0.0645539495396
680,YE,0.993974464674,0.0542302107999
681,YE,2.89813949311,0.428090907019
682,YE,0.69927882411,0.0360321440485
683,YE,0.0008696692972,3.69465455752e-10
684,YE,0.000813715769436,2.48862133616e-10
685,YE,0.000679282656204,1.1143547734e-10
686,YE,30.5400207417,38.7191037029
687,YT,1.29944139181,0.0934956894223
688,ZA,1.10034821136,0.080923118239
689,ZA,67.9000591172,114.411581163
690,ZM,49.1414390862,62.8140219614
691,ZW,26.2984262406,33.4631297079
