,filename,Source,Location_I,City,State,Country,Latitude,Longitude,Time_Zone,Elevation
515,USA CA Ukiah Municipal Ap (TMY3).csv,TMY3,725905,Ukiah Municipal Ap,CA,USA,39.133,-123.2,-8,189
516,USA KY Fort Campbell Aaf (TMY3).csv,TMY3,746710,Fort Campbell Aaf,KY,USA,36.667,-87.483,-6,173
517,USA NY Republic (TMY3).csv,TMY3,744864,Republic,NY,USA,40.717,-73.417,-5,26
518,USA NC Fayetteville Rgnl G (TMY3).csv,TMY3,723035,Fayetteville Rgnl G,NC,USA,34.983,-78.883,-5,59
519,USA CO Fort Collins (awos) (TMY3).csv,TMY3,724769,Fort Collins (awos),CO,USA,40.45,-105.017,-7,1529
520,USA IA Burlington Municipal Ap (TMY3).csv,TMY3,725455,Burlington Municipal Ap,IA,USA,40.783,-91.117,-6,211
521,USA GA Valdosta Wb Airport (TMY3).csv,TMY3,722166,Valdosta Wb Airport,GA,USA,30.783,-83.283,-5,61
522,USA TX Mcallen Miller Intl Ap [edinburg - Ut] (TMY3).csv,TMY3,722506,Mcallen Miller Intl Ap [edinburg - Ut],TX,USA,26.31,-98.17,-6,30
523,USA MI Ironwood (awos) (TMY3).csv,TMY3,727445,Ironwood (awos),MI,USA,46.533,-90.133,-6,375
524,USA TX San Antonio Intl Ap (TMY3).csv,TMY3,722530,San Antonio Intl Ap,TX,USA,29.533,-98.467,-6,247
525,USA OR Baker Municipal Ap (TMY3).csv,TMY3,726886,Baker Municipal Ap,OR,USA,44.833,-117.817,-8,1027
526,USA MN Flying Cloud (TMY3).csv,TMY3,726579,Flying Cloud,MN,USA,44.817,-93.45,-6,283
527,USA TX Dalhart Municipal Ap (TMY3).csv,TMY3,722636,Dalhart Municipal Ap,TX,USA,36.017,-102.55,-6,1216
528,USA ID Lewiston Nez Perce Cnty Ap (TMY3).csv,TMY3,727830,Lewiston Nez Perce Cnty Ap,ID,USA,46.367,-117.017,-8,438
529,USA KS Wichita Col. Jabara (TMY3).csv,TMY3,724504,Wichita Col. Jabara,KS,USA,37.75,-97.217,-6,433
530,USA LA Houma-terrebonne (TMY3).csv,TMY3,722406,Houma-terrebonne,LA,USA,29.567,-90.667,-6,3
531,USA CA Carlsbad Palomar (TMY3).csv,TMY3,722927,Carlsbad Palomar,CA,USA,33.133,-117.283,-8,100
532,USA NV Ely Yelland Field (TMY3).csv,TMY3,724860,Ely Yelland Field,NV,USA,39.3,-114.85,-8,1909
533,USA CA Crescent City Faa Ai (TMY3).csv,TMY3,725946,Crescent City Faa Ai,CA,USA,41.783,-124.233,-8,17
534,USA WI Antigo Lang(awos) (TMY3).csv,TMY3,726626,Antigo Lang(awos),WI,USA,45.15,-87.15,-5,464
535,USA VA Richmond International Ap (TMY3).csv,TMY3,724010,Richmond International Ap,VA,USA,37.517,-77.317,-5,50
536,USA WA Gray Aaf (TMY3).csv,TMY3,742070,Gray Aaf,WA,USA,47.083,-122.583,-8,90
537,USA TX Dallas Addison Arpt (TMY3).csv,TMY3,722598,Dallas Addison Arpt,TX,USA,32.967,-96.833,-6,196
538,USA MN South St Paul Muni (TMY3).csv,TMY3,726603,South St Paul Muni,MN,USA,44.85,-93.15,-6,250
539,USA NE Imperial Faa Ap (TMY3).csv,TMY3,725626,Imperial Faa Ap,NE,USA,40.517,-101.617,-7,998
540,USA KY Fort Knox Godman Aaf (TMY3).csv,TMY3,724240,Fort Knox Godman Aaf,KY,USA,37.9,-85.967,-5,239
541,USA OR Roseburg Regional Ap (TMY3).csv,TMY3,726904,Roseburg Regional Ap,OR,USA,43.233,-123.35,-8,160
542,USA NY Monticello(awos) (TMY3).csv,TMY3,725145,Monticello(awos),NY,USA,41.7,-74.8,-5,428
543,USA CA Riverside Muni (TMY3).csv,TMY3,722869,Riverside Muni,CA,USA,33.95,-117.45,-8,256
544,USA MT Billings Logan Int'l Arpt (TMY3).csv,TMY3,726770,Billings Logan Int'l Arpt,MT,USA,45.8,-108.55,-7,1087
545,USA VA Charlottesville Faa (TMY3).csv,TMY3,724016,Charlottesville Faa,VA,USA,38.133,-78.45,-5,190
546,USA VA Langley Afb (TMY3).csv,TMY3,745980,Langley Afb,VA,USA,37.083,-76.35,-5,3
547,USA CA Chino Airport (TMY3).csv,TMY3,722899,Chino Airport,CA,USA,33.967,-117.633,-8,198
548,USA IL Springfield Capital Ap (TMY3).csv,TMY3,724390,Springfield Capital Ap,IL,USA,39.85,-89.683,-6,179
549,USA NE Broken Bow Muni (TMY3).csv,TMY3,725555,Broken Bow Muni,NE,USA,41.433,-99.65,-6,776
550,USA MN Redwood Falls Muni (TMY3).csv,TMY3,726556,Redwood Falls Muni,MN,USA,44.55,-95.083,-6,312
551,USA IL Peoria Greater Peoria Ap (TMY3).csv,TMY3,725320,Peoria Greater Peoria Ap,IL,USA,40.667,-89.683,-6,199
552,USA ME Bar Harbor (awos) (TMY3).csv,TMY3,726077,Bar Harbor (awos),ME,USA,44.45,-68.367,-5,26
553,USA SD Chan Gurney Muni (TMY3).csv,TMY3,726525,Chan Gurney Muni,SD,USA,42.917,-97.383,-6,408
554,USA MN Minneapolis Crystal (TMY3).csv,TMY3,726575,Minneapolis Crystal,MN,USA,45.067,-93.35,-6,265
555,USA MO Columbia Regional Airport (TMY3).csv,TMY3,724450,Columbia Regional Airport,MO,USA,38.817,-92.217,-6,272
556,USA MO Whiteman Afb (TMY3).csv,TMY3,724467,Whiteman Afb,MO,USA,38.717,-93.55,-6,255
557,USA AR Harrison Faa Ap (TMY3).csv,TMY3,723446,Harrison Faa Ap,AR,USA,36.267,-93.15,-6,419
558,USA FL Fort Lauderdale (TMY3).csv,TMY3,722039,Fort Lauderdale,FL,USA,26.2,-80.167,-5,4
559,USA MN Detroit Lakes(awos) (TMY3).csv,TMY3,727457,Detroit Lakes(awos),MN,USA,46.833,-95.883,-6,426
560,USA IN Lafayette Purdue Univ Ap (TMY3).csv,TMY3,724386,Lafayette Purdue Univ Ap,IN,USA,40.417,-86.933,-5,183
561,USA TX Waco Regional Ap (TMY3).csv,TMY3,722560,Waco Regional Ap,TX,USA,31.617,-97.233,-6,152
562,USA ND Minot Faa Ap (TMY3).csv,TMY3,727676,Minot Faa Ap,ND,USA,48.267,-101.283,-6,523
563,USA NE Omaha Eppley Airfield (TMY3).csv,TMY3,725500,Omaha Eppley Airfield,NE,USA,41.317,-95.9,-6,299
564,USA MI Jackson Reynolds Field (TMY3).csv,TMY3,725395,Jackson Reynolds Field,MI,USA,42.267,-84.467,-5,304
565,USA NC Fayetteville Pope Afb (TMY3).csv,TMY3,723030,Fayetteville Pope Afb,NC,USA,35.167,-79.017,-5,66
566,USA CA Camarillo (awos) (TMY3).csv,TMY3,723926,Camarillo (awos),CA,USA,34.217,-119.083,-8,23
567,USA PA Middletown Harrisburg Intl Ap (TMY3).csv,TMY3,725115,Middletown Harrisburg Intl Ap,PA,USA,40.2,-76.767,-5,92
568,USA CA Arcata Airport (TMY3).csv,TMY3,725945,Arcata Airport,CA,USA,40.983,-124.1,-8,62
569,USA IL Chicago Ohare Intl Ap (TMY3).csv,TMY3,725300,Chicago Ohare Intl Ap,IL,USA,41.983,-87.917,-6,201
570,USA SD Huron Regional Arpt (TMY3).csv,TMY3,726540,Huron Regional Arpt,SD,USA,44.4,-98.217,-6,390
571,USA WI Rice Lake Municipal (TMY3).csv,TMY3,726467,Rice Lake Municipal,WI,USA,45.483,-91.717,-6,347
572,USA TX Dallas Love Field (TMY3).csv,TMY3,722583,Dallas Love Field,TX,USA,32.85,-96.85,-6,134
573,USA OH Dayton Wright Patterson Afb (TMY3).csv,TMY3,745700,Dayton Wright Patterson Afb,OH,USA,39.833,-84.05,-5,250
574,USA NM Taos Muni Apt(awos) (TMY3).csv,TMY3,723663,Taos Muni Apt(awos),NM,USA,36.45,-105.667,-7,2161
575,USA MT Cut Bank Muni Ap (TMY3).csv,TMY3,727796,Cut Bank Muni Ap,MT,USA,48.6,-112.367,-7,1170
576,USA KY Louisville Bowman Field (TMY3).csv,TMY3,724235,Louisville Bowman Field,KY,USA,38.233,-85.667,-5,165
577,USA WY Cheyenne Municipal Arpt (TMY3).csv,TMY3,725640,Cheyenne Municipal Arpt,WY,USA,41.15,-104.8,-7,1867
578,USA IN Huntingburg (TMY3).csv,TMY3,724365,Huntingburg,IN,USA,38.25,-86.95,-5,161
579,USA KS Emporia Municipal Ap (TMY3).csv,TMY3,724556,Emporia Municipal Ap,KS,USA,38.333,-96.183,-6,368
580,USA VA Winchester Rgnl (TMY3).csv,TMY3,724053,Winchester Rgnl,VA,USA,39.15,-78.15,-5,222
581,USA VA Oceana Nas (TMY3).csv,TMY3,723075,Oceana Nas,VA,USA,36.817,-76.033,-5,8
582,USA TX Kingsville (TMY3).csv,TMY3,722516,Kingsville,TX,USA,27.5,-97.817,-6,17
583,USA LA Lafayette Regional Ap (TMY3).csv,TMY3,722405,Lafayette Regional Ap,LA,USA,30.2,-91.983,-6,12
584,USA MO Poplar Bluff(amos) (TMY3).csv,TMY3,723300,Poplar Bluff(amos),MO,USA,36.767,-90.467,-6,146
585,USA MI Saginaw Tri City Intl Ap (TMY3).csv,TMY3,726379,Saginaw Tri City Intl Ap,MI,USA,43.533,-84.083,-5,201
586,USA CT New Haven Tweed Airport (TMY3).csv,TMY3,725045,New Haven Tweed Airport,CT,USA,41.267,-72.883,-5,2
587,USA MS Hattiesburg Laurel (TMY3).csv,TMY3,722348,Hattiesburg Laurel,MS,USA,31.467,-89.333,-6,93
588,USA TX San Antonio Stinson (TMY3).csv,TMY3,722523,San Antonio Stinson,TX,USA,29.333,-98.467,-6,176
589,USA WI Phillips Price Co. (TMY3).csv,TMY3,726468,Phillips Price Co.,WI,USA,45.7,-90.4,-6,449
590,USA OK Hobart Municipal Ap (TMY3).csv,TMY3,723525,Hobart Municipal Ap,OK,USA,35.0,-99.05,-6,478
591,USA MI Grand Rapids Kent County Int' (TMY3).csv,TMY3,726350,Grand Rapids Kent County Int',MI,USA,42.883,-85.517,-5,242
592,USA AR Springdale Muni (TMY3).csv,TMY3,723434,Springdale Muni,AR,USA,36.183,-94.117,-6,412
593,USA NM Roswell Industrial Air Park (TMY3).csv,TMY3,722680,Roswell Industrial Air Park,NM,USA,33.3,-104.533,-7,1112
594,USA NY White Plains Westchester Co A (TMY3).csv,TMY3,725037,White Plains Westchester Co A,NY,USA,41.067,-73.717,-5,122
595,USA MA Lawrence Muni (TMY3).csv,TMY3,744904,Lawrence Muni,MA,USA,42.717,-71.117,-5,46
596,USA GA Athens Ben Epps Ap (TMY3).csv,TMY3,723110,Athens Ben Epps Ap,GA,USA,33.95,-83.333,-5,244
597,USA CO Alamosa San Luis Valley Rgnl (TMY3).csv,TMY3,724620,Alamosa San Luis Valley Rgnl,CO,USA,37.433,-105.867,-7,2296
598,USA FL Miami Intl Ap (TMY3).csv,TMY3,722020,Miami Intl Ap,FL,USA,25.817,-80.3,-5,11
599,USA NY Syracuse Hancock Int'l Arpt (TMY3).csv,TMY3,725190,Syracuse Hancock Int'l Arpt,NY,USA,43.117,-76.1,-5,125
600,USA UT Delta (TMY3).csv,TMY3,724795,Delta,UT,USA,39.333,-112.583,-7,1414
601,USA CO Colorado Springs Muni Ap (TMY3).csv,TMY3,724660,Colorado Springs Muni Ap,CO,USA,38.817,-104.717,-7,1872
602,USA CO Eagle County Ap (TMY3).csv,TMY3,724675,Eagle County Ap,CO,USA,39.65,-106.917,-7,1980
603,USA AL Cairns Field Fort Rucker (TMY3).csv,TMY3,722269,Cairns Field Fort Rucker,AL,USA,31.267,-85.717,-6,91
604,USA FL Key West Intl Arpt (TMY3).csv,TMY3,722010,Key West Intl Arpt,FL,USA,24.55,-81.75,-5,1
605,USA IA Newton Muni (TMY3).csv,TMY3,725464,Newton Muni,IA,USA,41.683,-93.017,-6,290
606,USA MT Bozeman Gallatin Field (TMY3).csv,TMY3,726797,Bozeman Gallatin Field,MT,USA,45.8,-111.15,-7,1349
607,USA NE Sidney Municipal Ap (TMY3).csv,TMY3,725610,Sidney Municipal Ap,NE,USA,41.1,-102.983,-7,1313
608,USA ME Waterville (awos) (TMY3).csv,TMY3,726073,Waterville (awos),ME,USA,44.533,-69.683,-5,101
609,USA WV Wheeling Ohio County Ap (TMY3).csv,TMY3,724275,Wheeling Ohio County Ap,WV,USA,40.183,-80.65,-5,359
610,USA NM Clovis Cannon Afb (TMY3).csv,TMY3,722686,Clovis Cannon Afb,NM,USA,34.383,-103.317,-7,1309
611,USA WI Sturgeon Bay (TMY3).csv,TMY3,726458,Sturgeon Bay,WI,USA,44.85,-87.417,-5,221
612,USA IA Waterloo Municipal Ap (TMY3).csv,TMY3,725480,Waterloo Municipal Ap,IA,USA,42.55,-92.4,-6,264
613,USA ND Devils Lake(awos) (TMY3).csv,TMY3,727573,Devils Lake(awos),ND,USA,48.117,-98.917,-6,443
614,USA FL Lakeland Linder Rgn (TMY3).csv,TMY3,722119,Lakeland Linder Rgn,FL,USA,27.983,-82.017,-5,43
615,USA SD Rapid City Regional Arpt (TMY3).csv,TMY3,726620,Rapid City Regional Arpt,SD,USA,44.05,-103.05,-7,963
616,USA PA Butler Co. (awos) (TMY3).csv,TMY3,725124,Butler Co. (awos),PA,USA,40.783,-79.95,-5,380
617,USA OH Ohio State Universi (TMY3).csv,TMY3,724288,Ohio State Universi,OH,USA,40.067,-83.067,-5,283
618,USA MO Springfield Regional Arpt (TMY3).csv,TMY3,724400,Springfield Regional Arpt,MO,USA,37.233,-93.383,-6,384
619,USA NH Manchester Airport (TMY3).csv,TMY3,743945,Manchester Airport,NH,USA,42.933,-71.433,-5,69
620,USA TX Houston William P Hobby Ap (TMY3).csv,TMY3,722435,Houston William P Hobby Ap,TX,USA,29.65,-95.283,-6,13
621,USA VA Quantico Mcas (TMY3).csv,TMY3,724035,Quantico Mcas,VA,USA,38.5,-77.3,-5,4
622,USA NE Bellevue Offutt Afb (TMY3).csv,TMY3,725540,Bellevue Offutt Afb,NE,USA,41.117,-95.917,-6,319
623,USA MT Helena Regional Airport (TMY3).csv,TMY3,727720,Helena Regional Airport,MT,USA,46.6,-111.967,-7,1167
624,USA AR El Dorado Goodwin Field (TMY3).csv,TMY3,723419,El Dorado Goodwin Field,AR,USA,33.217,-92.817,-6,77
625,USA WA Wenatchee Pangborn (TMY3).csv,TMY3,727825,Wenatchee Pangborn,WA,USA,47.4,-120.2,-8,379
626,USA FL St Petersburg Clear (TMY3).csv,TMY3,722116,St Petersburg Clear,FL,USA,27.9,-82.683,-5,3
627,USA IL Chicago Waukegan (TMY3).csv,TMY3,725347,Chicago Waukegan,IL,USA,42.417,-87.867,-6,222
628,USA FL Ocala Muni (awos) (TMY3).csv,TMY3,722055,Ocala Muni (awos),FL,USA,29.167,-82.217,-5,27
629,USA PA Philadelphia International Ap (TMY3).csv,TMY3,724080,Philadelphia International Ap,PA,USA,39.867,-75.233,-5,2
630,USA MO St Louis Spirit Of St Louis A (TMY3).csv,TMY3,724345,St Louis Spirit Of St Louis A,MO,USA,38.65,-90.65,-6,141
631,USA AR Batesville (awos) (TMY3).csv,TMY3,723448,Batesville (awos),AR,USA,35.733,-91.65,-6,141
632,USA MN Little Falls (awos) (TMY3).csv,TMY3,726578,Little Falls (awos),MN,USA,45.95,-94.35,-6,342
633,USA CA Palm Springs Intl (TMY3).csv,TMY3,722868,Palm Springs Intl,CA,USA,33.833,-116.5,-8,145
634,USA IA Charles City (TMY3).csv,TMY3,725463,Charles City,IA,USA,43.067,-92.617,-6,343
635,USA CA Truckee-tahoe (TMY3).csv,TMY3,725846,Truckee-tahoe,CA,USA,39.317,-120.133,-8,1798
636,USA WY Jackson Hole (TMY3).csv,TMY3,725776,Jackson Hole,WY,USA,43.6,-110.733,-7,2016
637,USA WY Rawlins Municipal Ap (TMY3).csv,TMY3,725745,Rawlins Municipal Ap,WY,USA,41.8,-107.2,-7,2053
638,USA SD Pierre Municipal Ap (TMY3).csv,TMY3,726686,Pierre Municipal Ap,SD,USA,44.383,-100.283,-7,528
639,USA ND Grand Forks International Ap (TMY3).csv,TMY3,727576,Grand Forks International Ap,ND,USA,47.95,-97.183,-6,256
640,USA MS Greenville Municipal (TMY3).csv,TMY3,722356,Greenville Municipal,MS,USA,33.483,-90.983,-6,42
641,USA CA Santa Maria Public Arpt (TMY3).csv,TMY3,723940,Santa Maria Public Arpt,CA,USA,34.917,-120.467,-8,77
642,USA KS Dodge City Regional Ap (TMY3).csv,TMY3,724510,Dodge City Regional Ap,KS,USA,37.767,-99.967,-6,785
643,USA CO Cortez Montezuma Co (TMY3).csv,TMY3,724767,Cortez Montezuma Co,CO,USA,37.3,-108.633,-7,1803
644,USA MN Fosston(awos) (TMY3).csv,TMY3,727505,Fosston(awos),MN,USA,47.583,-95.767,-6,388
645,USA TX Lubbock International Ap (TMY3).csv,TMY3,722670,Lubbock International Ap,TX,USA,33.667,-101.817,-6,992
646,USA IL Rockford Greater Rockford Ap (TMY3).csv,TMY3,725430,Rockford Greater Rockford Ap,IL,USA,42.2,-89.1,-6,223
647,USA PA Harrisburg Capital City Arpt (TMY3).csv,TMY3,725118,Harrisburg Capital City Arpt,PA,USA,40.217,-76.85,-5,104
648,USA CA Los Angeles Intl Arpt (TMY3).csv,TMY3,722950,Los Angeles Intl Arpt,CA,USA,33.933,-118.4,-8,30
649,USA IA Shenandoah Muni (TMY3).csv,TMY3,725467,Shenandoah Muni,IA,USA,40.75,-95.417,-6,296
650,USA MN Fergus Falls(awos) (TMY3).csv,TMY3,726560,Fergus Falls(awos),MN,USA,46.283,-96.15,-6,361
651,USA MI Detroit Willow Run Ap (TMY3).csv,TMY3,725376,Detroit Willow Run Ap,MI,USA,42.233,-83.533,-5,218
652,USA HI Hilo International Ap (TMY3).csv,TMY3,912850,Hilo International Ap,HI,USA,19.717,-155.05,-10,9
653,USA WA Yakima Air Terminal (TMY3).csv,TMY3,727810,Yakima Air Terminal,WA,USA,46.567,-120.55,-8,324
654,USA NE Columbus Muni (TMY3).csv,TMY3,725565,Columbus Muni,NE,USA,41.45,-97.333,-6,451
655,USA SC Myrtle Beach Afb (TMY3).csv,TMY3,747910,Myrtle Beach Afb,SC,USA,33.683,-78.933,-5,8
656,USA CO Grand Junction Walker Field (TMY3).csv,TMY3,724760,Grand Junction Walker Field,CO,USA,39.133,-108.533,-7,1475
657,USA MN Cambridge Muni (TMY3).csv,TMY3,727503,Cambridge Muni,MN,USA,45.567,-93.267,-6,287
658,USA NC Goldsboro Seymour Johnson Afb (TMY3).csv,TMY3,723066,Goldsboro Seymour Johnson Afb,NC,USA,35.35,-77.967,-5,33
659,USA CO Denver Intl Ap (TMY3).csv,TMY3,725650,Denver Intl Ap,CO,USA,39.833,-104.65,-7,1650
660,USA LA Lake Charles Wb Airp (TMY3).csv,TMY3,722404,Lake Charles Wb Airp,LA,USA,30.217,-93.167,-6,5
661,USA CO Lamar Municipal (TMY3).csv,TMY3,724636,Lamar Municipal,CO,USA,38.067,-102.683,-7,1129
662,USA MD Salisbury Wicomico Co Ap (TMY3).csv,TMY3,724045,Salisbury Wicomico Co Ap,MD,USA,38.333,-75.517,-5,15
663,USA MT Missoula International Ap (TMY3).csv,TMY3,727730,Missoula International Ap,MT,USA,46.917,-114.1,-7,973
664,USA MN Hibbing Chisholm-hibbing Ap (TMY3).csv,TMY3,727455,Hibbing Chisholm-hibbing Ap,MN,USA,47.383,-92.85,-6,411
665,USA MN St Paul Downtown Ap (TMY3).csv,TMY3,726584,St Paul Downtown Ap,MN,USA,44.933,-93.05,-6,220
666,USA WA Pullman Moscow Rgnl (TMY3).csv,TMY3,727857,Pullman Moscow Rgnl,WA,USA,46.75,-117.117,-8,778
667,USA LA Patterson Memorial (TMY3).csv,TMY3,722329,Patterson Memorial,LA,USA,29.717,-91.333,-6,3
668,USA TX Longview Gregg County Ap [overton - Ut] (TMY3).csv,TMY3,722470,Longview Gregg County Ap [overton - Ut],TX,USA,32.29,-94.98,-6,146
669,USA UT Bryce Cnyn Faa Ap (TMY3).csv,TMY3,724756,Bryce Cnyn Faa Ap,UT,USA,37.7,-112.15,-7,2312
670,USA MI Iron Mountain Ford (TMY3).csv,TMY3,727437,Iron Mountain Ford,MI,USA,45.817,-88.117,-6,360
671,USA WY Rock Springs Arpt [green River - Uo] (TMY3).csv,TMY3,725744,Rock Springs Arpt [green River - Uo],WY,USA,41.46,-109.44,-7,1000
672,USA MS Jackson International Ap (TMY3).csv,TMY3,722350,Jackson International Ap,MS,USA,32.317,-90.083,-6,94
673,USA WV Charleston Yeager Arpt (TMY3).csv,TMY3,724140,Charleston Yeager Arpt,WV,USA,38.383,-81.583,-5,310
674,USA GA Rome R B Russell Ap (TMY3).csv,TMY3,723200,Rome R B Russell Ap,GA,USA,34.35,-85.167,-5,195
675,USA MA Beverly Muni (TMY3).csv,TMY3,725088,Beverly Muni,MA,USA,42.583,-70.917,-5,34
676,USA MA Marthas Vineyard (TMY3).csv,TMY3,725066,Marthas Vineyard,MA,USA,41.4,-70.617,-5,21
677,USA MS Columbus Afb (TMY3).csv,TMY3,723306,Columbus Afb,MS,USA,33.65,-88.45,-6,68
678,USA NH Pease Intl Tradepor (TMY3).csv,TMY3,726055,Pease Intl Tradepor,NH,USA,43.083,-70.817,-5,31
679,USA IA Council Bluffs (TMY3).csv,TMY3,725497,Council Bluffs,IA,USA,41.267,-95.767,-6,382
680,USA NE North Platte Regional Ap (TMY3).csv,TMY3,725620,North Platte Regional Ap,NE,USA,41.117,-100.667,-6,847
681,USA WI Wittman Rgnl (TMY3).csv,TMY3,726456,Wittman Rgnl,WI,USA,43.983,-88.55,-6,253
682,USA MI Muskegon County Arpt (TMY3).csv,TMY3,726360,Muskegon County Arpt,MI,USA,43.167,-86.233,-5,190
683,USA AR Siloam Spring(awos) (TMY3).csv,TMY3,723443,Siloam Spring(awos),AR,USA,36.183,-94.483,-6,364
684,USA PA Dubois Faa Ap (TMY3).csv,TMY3,725125,Dubois Faa Ap,PA,USA,41.183,-78.9,-5,553
685,USA MN St Cloud Regional Arpt (TMY3).csv,TMY3,726550,St Cloud Regional Arpt,MN,USA,45.55,-94.05,-6,311
686,USA UT Ogden Hill Afb (TMY3).csv,TMY3,725755,Ogden Hill Afb,UT,USA,41.117,-111.967,-7,1459
687,USA MN Bemidji Municipal (TMY3).csv,TMY3,727550,Bemidji Municipal,MN,USA,47.5,-94.933,-6,420
688,USA MT Sidney-richland (TMY3).csv,TMY3,727687,Sidney-richland,MT,USA,47.7,-104.2,-7,605
689,USA NM Las Vegas Municipal Arpt (TMY3).csv,TMY3,723677,Las Vegas Municipal Arpt,NM,USA,35.65,-105.15,-7,2093
690,USA AZ Casa Granda (awos) (TMY3).csv,TMY3,722748,Casa Granda (awos),AZ,USA,32.95,-111.767,-7,446
691,USA AZ Prescott Love Field (TMY3).csv,TMY3,723723,Prescott Love Field,AZ,USA,34.65,-112.417,-7,1537
692,USA MT Glendive(awos) (TMY3).csv,TMY3,726676,Glendive(awos),MT,USA,47.133,-104.8,-7,749
693,USA MI Pellston Emmet County Ap (TMY3).csv,TMY3,727347,Pellston Emmet County Ap,MI,USA,45.567,-84.783,-5,218
694,USA AR Bentonville (awos) (TMY3).csv,TMY3,723444,Bentonville (awos),AR,USA,36.35,-94.217,-6,395
695,USA ME Houlton Intl Arpt (TMY3).csv,TMY3,727033,Houlton Intl Arpt,ME,USA,46.117,-67.8,-5,150
696,USA RI Pawtucket (awos) (TMY3).csv,TMY3,725054,Pawtucket (awos),RI,USA,41.917,-71.5,-5,134
697,USA NJ Atlantic City Intl Ap (TMY3).csv,TMY3,724070,Atlantic City Intl Ap,NJ,USA,39.45,-74.567,-5,18
698,USA MN Mankato(awos) (TMY3).csv,TMY3,726585,Mankato(awos),MN,USA,44.217,-93.917,-6,311
699,USA VA Hillsville (TMY3).csv,TMY3,724107,Hillsville,VA,USA,36.767,-80.817,-5,834
700,USA KS Fort Riley Marshall Aaf (TMY3).csv,TMY3,724550,Fort Riley Marshall Aaf,KS,USA,39.05,-96.767,-6,324
701,USA OK Gage Airport (TMY3).csv,TMY3,723527,Gage Airport,OK,USA,36.3,-99.767,-6,668
702,USA WI Appleton Outagamie (TMY3).csv,TMY3,726457,Appleton Outagamie,WI,USA,44.25,-88.517,-6,280
703,USA TX Hondo Municipal Ap (TMY3).csv,TMY3,722533,Hondo Municipal Ap,TX,USA,29.367,-99.167,-6,280
704,USA UT Blanding (TMY3).csv,TMY3,724723,Blanding,UT,USA,37.617,-109.483,-7,1841
705,USA OK Altus Afb (TMY3).csv,TMY3,723520,Altus Afb,OK,USA,34.65,-99.267,-6,414
706,USA FL Naples Municipal (TMY3).csv,TMY3,722038,Naples Municipal,FL,USA,26.15,-81.767,-5,3
707,USA IA Fair Field (TMY3).csv,TMY3,726498,Fair Field,IA,USA,41.05,-91.983,-6,244
708,USA NC Charlotte Douglas Intl Arpt (TMY3).csv,TMY3,723140,Charlotte Douglas Intl Arpt,NC,USA,35.217,-80.95,-5,222
709,USA CA China Lake Naf (TMY3).csv,TMY3,746120,China Lake Naf,CA,USA,35.683,-117.683,-8,677
710,USA NV Fallon Naas (TMY3).csv,TMY3,724885,Fallon Naas,NV,USA,39.417,-118.717,-8,1199
711,USA IN Monroe Co (TMY3).csv,TMY3,724375,Monroe Co,IN,USA,39.133,-86.617,-5,264
712,USA OK Oklahoma City Tinker Afb (TMY3).csv,TMY3,723540,Oklahoma City Tinker Afb,OK,USA,35.417,-97.383,-6,384
713,USA OR Portland Hillsboro (TMY3).csv,TMY3,726986,Portland Hillsboro,OR,USA,45.533,-122.95,-8,62
714,USA MT Wolf Point Intl [fort Peck - Surfrad] (TMY3).csv,TMY3,727686,Wolf Point Intl [fort Peck - Surfrad],MT,USA,48.31,-105.1,-7,634
715,USA ID Coeur D`alene(awos) (TMY3).csv,TMY3,727834,Coeur D`alene(awos),ID,USA,47.767,-116.817,-8,707
716,USA LA New Orleans Intl Arpt (TMY3).csv,TMY3,722310,New Orleans Intl Arpt,LA,USA,30.0,-90.25,-6,1
717,USA ME Augusta Airport (TMY3).csv,TMY3,726185,Augusta Airport,ME,USA,44.317,-69.8,-5,107
718,USA NV Elko Municipal Arpt (TMY3).csv,TMY3,725825,Elko Municipal Arpt,NV,USA,40.833,-115.8,-8,1548
719,USA ME Presque Isle Municip (TMY3).csv,TMY3,727130,Presque Isle Municip,ME,USA,46.683,-68.05,-5,163
720,USA MS Mccomb Pike County Ap (TMY3).csv,TMY3,722358,Mccomb Pike County Ap,MS,USA,31.233,-90.467,-6,126
721,USA AZ Deer Valley Phoenix (TMY3).csv,TMY3,722784,Deer Valley Phoenix,AZ,USA,33.683,-112.083,-7,450
722,USA NY Stewart Field (TMY3).csv,TMY3,725038,Stewart Field,NY,USA,41.5,-74.1,-5,177
723,USA CA Long Beach Daugherty Fld (TMY3).csv,TMY3,722970,Long Beach Daugherty Fld,CA,USA,33.833,-118.167,-8,8
724,USA TX Houston Bush Intercontinental (TMY3).csv,TMY3,722430,Houston Bush Intercontinental,TX,USA,30.0,-95.367,-6,29
725,USA VT Springfield Hartnes (TMY3).csv,TMY3,726115,Springfield Hartnes,VT,USA,43.35,-72.517,-5,176
726,USA IA Keokuk Muni (TMY3).csv,TMY3,725456,Keokuk Muni,IA,USA,40.467,-91.433,-6,205
727,USA LA England Afb (TMY3).csv,TMY3,747540,England Afb,LA,USA,31.317,-92.55,-6,27
728,USA OR Astoria Regional Airport (TMY3).csv,TMY3,727910,Astoria Regional Airport,OR,USA,46.15,-123.883,-8,3
729,USA MN Crane Lake (awos) (TMY3).csv,TMY3,727473,Crane Lake (awos),MN,USA,46.267,-92.567,-6,350
